11520080611,12978567.2537314,4852571.92433459,1
11520080611,12978573.3763034,4852571.43092054,2
11520080611,12978577.817951,4852570.95201869,3
11520080611,12978579.8662297,4852570.70531168,4
11520080619,12980319.7898708,4853122.67676166,0
11520080619,12980344.8367562,4853127.50958599,1
11520080619,12980373.4124695,4853130.89111312,2
11520080619,12980404.9492812,4853134.04043341,3
11520080619,12980439.2690802,4853137.42196276,4
11520080620,12978628.100965,4852560.79349997,0
11520080620,12978630.1492437,4852560.54679321,1
11520080620,12978635.3367319,4852560.06789188,2
11520080620,12978641.0919496,4852559.82118515,3
11520080620,12978646.1013267,4852559.58899058,4
11520080624,12974443.6013061,4852566.35165964,2
11520080624,12974580.3461686,4852573.85445451,4
11520080625,12979983.2265223,4853090.98045855,0
11520080625,12980015.1418203,4853093.40411918,1
11520080625,12980046.1331665,4853097.51128197,2
11520080625,12980076.5567834,4853100.41387153,3
11520080625,12980105.6890941,4853102.35860701,4
11520080626,12965507.2510715,4867930.17191431,0
11520080626,12965515.6000333,4867929.92482544,1
11520080626,12965523.9489951,4867929.67773658,2
11520080626,12965533.7785061,4867929.19809351,3
11520080626,12965544.1646146,4867928.95100467,4
12620080727,12936200.024015,4894882.72982867,1
12620080727,12936290.304122,4894876.46289858,4
12820080501,12694563.402845,3896809.24220304,0
12820080501,12694563.402845,3896769.4171689,1
12820080501,12694564.1486856,3896729.37987114,2
12820080501,12694565.0726374,3896691.75874199,3
12820080501,12694565.6292348,3896655.25282186,4
12820080503,12949364.2551141,4873278.42799117,3
12820080503,12949348.4811423,4873298.04581734,4
12820080510,12930982.802308,4875678.95515399,2
12820080514,12958285.2098631,4873308.96724814,1
12820080514,12958293.3695818,4873320.586733,4
12820080516,12954863.6160705,4853141.29693557,0
12820080516,12954862.6921187,4853156.53560736,0
12820080516,12954864.5511542,4853112.02423826,1
12820080516,12954863.8053136,4853127.74179383,1
12820080516,12954865.2858628,4853097.03235477,2
12820080516,12954866.2209466,4853081.06812809,2
12820080516,12954866.5883009,4853066.7874234,3
12820080516,12954866.4101897,4853055.42382853,3
12820080516,12954865.2858628,4853041.15767355,4
12820080516,12954865.6643491,4853047.20953944,4
12820080517,12955453.2420174,4867181.17208105,0
12820080517,12955509.4583602,4867180.21286732,3
12820080706,12961377.6653174,4864076.81355377,0
12820080815,12958028.2510825,4864086.98385626,0
12820080815,12958013.4010625,4864086.01041257,2
12820080815,12957991.3264074,4864085.05149798,4
12820080906,12958211.7389992,4882533.45404002,2
12820080913,12966325.2600857,4852442.27337786,0
12820080913,12966222.656911,4852452.91067163,3
12820080924,12945122.6040286,4863303.42163546,0
12820080924,12945152.2929368,4863340.94717935,3
12820081004,13343060.4731926,6474209.08122437,0
12820081004,13343088.6704197,6474208.21239912,2
12820081004,13343109.0864143,6474210.22807384,4
12820081011,12946189.6013479,4873840.2635792,1
12820081011,12946171.0555207,4873775.29884753,4
12820081012,12949470.9325821,4872929.64726515,0
12820081012,12949503.0259913,4872874.63514819,3
12820081124,12614353.0677057,2649968.93449525,0
12820081124,12614350.6632047,2649967.92964294,1
12820081124,12614349.1715235,2649966.71897758,2
12820081124,12614346.9451337,2649965.9199385,3
12820081124,12614344.3513896,2649966.92479069,4
12820090324,12950690.9942012,4863755.00150706,0
12820090324,12950724.7685347,4863759.60705056,2
12820090329,12960143.3214076,4861330.25437974,3
12820090411,12962928.3458241,4852451.47398327,1
12820090411,12962913.8742903,4852449.7760791,3
12820090424,12954550.2517039,4863871.95682273,0
12820090424,12954605.544095,4863930.55122762,3
15320080823,12963257.3394472,4868826.08394443,0
15320080823,12963241.1981211,4868783.49369562,1
15320080823,12963226.8379067,4868741.19434625,2
15320080823,12963214.4814433,4868702.23840398,3
15320080823,12963200.5665069,4868662.84654332,4
15320090906,12966923.090279,4856981.70221638,0
15320090906,12966923.090279,4857005.222407,0
15320090906,12966922.5336816,4857029.75896149,1
15320090906,12966922.0884036,4857054.00520208,1
15320090906,12966920.9752087,4857102.06229691,2
15320090906,12966921.5318062,4857077.52556386,2
15320090906,12966920.1959723,4857151.57151082,3
15320090906,12966920.8638892,4857126.16352565,3
15320090906,12966918.8601384,4857202.53286551,4
15320090906,12966919.3054163,4857176.39880481,4
